rank,dead,level,class,experience,challenges,twitch,ladder
12091,TRUE,89,Juggernaut,1915840097,16,null,Hardcore Harbinger
12091,FALSE,95,Pathfinder,2876165651,40,kleinstadtork,Harbinger
12091,FALSE,60,Guardian,149623901,21,zyanogen,SSF Harbinger HC
12092,TRUE,60,Ascendant,149619643,22,null,SSF Harbinger HC
12092,FALSE,77,Necromancer,664824416,16,null,SSF Harbinger
12092,FALSE,95,Pathfinder,2876165651,30,null,Harbinger
12092,TRUE,89,Pathfinder,1915777949,21,null,Hardcore Harbinger
12093,FALSE,89,Juggernaut,1915712394,29,aliskaaa,Hardcore Harbinger
12093,FALSE,95,Berserker,2876165590,36,null,Harbinger
12093,FALSE,77,Raider,664824416,26,jeixs,SSF Harbinger
12093,FALSE,60,Ascendant,149595792,14,null,SSF Harbinger HC
12094,FALSE,77,Inquisitor,664824416,17,null,SSF Harbinger
12094,TRUE,89,Gladiator,1915706920,19,null,Hardcore Harbinger
12094,TRUE,60,Berserker,149548548,28,null,SSF Harbinger HC
12094,FALSE,95,Slayer,2876165390,36,null,Harbinger
12095,FALSE,95,Pathfinder,2876164763,34,null,Harbinger
12095,FALSE,89,Gladiator,1915549260,16,null,Hardcore Harbinger
12095,FALSE,77,Elementalist,664824416,24,orgraal,SSF Harbinger
12095,TRUE,60,Necromancer,149505902,14,krakenaz,SSF Harbinger HC
12096,FALSE,77,Necromancer,664824416,15,null,SSF Harbinger
12096,FALSE,60,Champion,149466067,12,null,SSF Harbinger HC
12096,FALSE,89,Berserker,1915534699,19,null,Hardcore Harbinger
12096,FALSE,95,Pathfinder,2876164471,33,wiredonkey,Harbinger
12097,FALSE,77,Slayer,664824416,21,null,SSF Harbinger
12097,FALSE,89,Elementalist,1915481197,19,null,Hardcore Harbinger
12097,TRUE,60,Trickster,149448817,19,ceana_stark,SSF Harbinger HC
12097,FALSE,95,Pathfinder,2876164107,26,wallenl,Harbinger
12098,FALSE,95,Guardian,2876164030,35,null,Harbinger
12098,TRUE,89,Gladiator,1915419087,17,null,Hardcore Harbinger
12098,FALSE,77,Gladiator,664824416,15,zonkslol,SSF Harbinger
12098,TRUE,60,Gladiator,149345103,28,null,SSF Harbinger HC
12099,FALSE,77,Raider,664824416,23,moredrinks,SSF Harbinger
12099,FALSE,95,Berserker,2876163863,33,null,Harbinger
12099,TRUE,89,Trickster,1915412468,21,gerry1337,Hardcore Harbinger
12099,TRUE,60,Necromancer,149317154,10,null,SSF Harbinger HC
12100,TRUE,60,Berserker,149203646,14,null,SSF Harbinger HC
12100,TRUE,89,Berserker,1915301834,20,null,Hardcore Harbinger
12100,FALSE,77,Assassin,664824416,27,null,SSF Harbinger
12100,FALSE,95,Raider,2876163573,33,helvetehund,Harbinger
12101,FALSE,77,Necromancer,664824416,17,null,SSF Harbinger
12101,TRUE,89,Berserker,1915301179,40,null,Hardcore Harbinger
12101,FALSE,95,Pathfinder,2876163473,29,null,Harbinger
12101,TRUE,60,Assassin,149092156,18,null,SSF Harbinger HC
12102,TRUE,60,Raider,149023524,15,null,SSF Harbinger HC
12102,FALSE,95,Berserker,2876163406,40,wreckingtableflip,Harbinger
12102,TRUE,89,Slayer,1915278450,29,null,Hardcore Harbinger
12102,FALSE,77,Occultist,664824416,23,null,SSF Harbinger
12103,FALSE,77,Necromancer,664824416,12,null,SSF Harbinger
12103,FALSE,89,Slayer,1915139565,17,null,Hardcore Harbinger
12103,TRUE,60,Gladiator,148973933,17,null,SSF Harbinger HC
12103,FALSE,95,Pathfinder,2876163237,22,estakado1337,Harbinger
12104,TRUE,60,Gladiator,148969820,26,null,SSF Harbinger HC
12104,FALSE,95,Slayer,2876162951,39,shal1m,Harbinger
12104,TRUE,89,Slayer,1915126681,40,null,Hardcore Harbinger
12104,FALSE,76,Trickster,664538786,13,null,SSF Harbinger
12105,TRUE,60,Raider,148932990,15,null,SSF Harbinger HC
12105,FALSE,95,Raider,2876162889,35,ruletehfool,Harbinger
12105,TRUE,89,Slayer,1914991944,25,aubi,Hardcore Harbinger
12105,FALSE,76,Raider,664086793,20,rae451,SSF Harbinger
12106,FALSE,76,Ascendant,664058537,19,null,SSF Harbinger
12106,FALSE,95,Slayer,2876162885,26,null,Harbinger
12106,TRUE,89,Pathfinder,1914944819,28,rockje,Hardcore Harbinger
12106,TRUE,60,Berserker,148873602,40,ilpera,SSF Harbinger HC
12107,FALSE,76,Trickster,664055397,36,null,SSF Harbinger
12107,TRUE,89,Trickster,1914898021,24,porkolokotv,Hardcore Harbinger
12107,TRUE,60,Deadeye,148801244,8,null,SSF Harbinger HC
12107,FALSE,95,Pathfinder,2876162369,40,xezz_co_de,Harbinger
12108,TRUE,89,Saboteur,1914616134,25,lang3,Hardcore Harbinger
12108,FALSE,60,Slayer,148754230,37,null,SSF Harbinger HC
12108,FALSE,76,Gladiator,663536913,26,null,SSF Harbinger
12108,FALSE,95,Raider,2876162042,27,null,Harbinger
12109,FALSE,89,Chieftain,1914482792,17,null,Hardcore Harbinger
12109,TRUE,60,Trickster,148748348,18,null,SSF Harbinger HC
12109,FALSE,76,Raider,663409487,26,null,SSF Harbinger
12109,FALSE,95,Pathfinder,2876162042,39,null,Harbinger
12110,FALSE,95,Necromancer,2876162042,40,null,Harbinger
12110,TRUE,89,Berserker,1914467090,21,forcenw,Hardcore Harbinger
12110,TRUE,60,Raider,148697210,24,null,SSF Harbinger HC
12110,FALSE,76,Trickster,663152123,29,tofsy123,SSF Harbinger
12111,FALSE,60,Elementalist,148679018,36,mystaltain,SSF Harbinger HC
12111,FALSE,95,Inquisitor,2876162042,40,zodatear,Harbinger
12111,TRUE,89,Berserker,1914462412,22,erwizard,Hardcore Harbinger
12111,FALSE,76,Ascendant,663092689,13,razzor1,SSF Harbinger
12112,FALSE,95,Pathfinder,2876162042,40,play4fun__,Harbinger
12112,TRUE,89,Necromancer,1914419645,29,rrabb1tt,Hardcore Harbinger
12112,FALSE,60,Trickster,148653473,25,edgelord157,SSF Harbinger HC
12112,FALSE,76,Ascendant,663024629,18,null,SSF Harbinger
12113,TRUE,60,Duelist,148631341,24,null,SSF Harbinger HC
12113,FALSE,89,Pathfinder,1914310969,27,null,Hardcore Harbinger
12113,FALSE,76,Elementalist,662548669,14,null,SSF Harbinger
12113,FALSE,95,Berserker,2876162042,25,null,Harbinger
12114,TRUE,89,Saboteur,1914070212,21,null,Hardcore Harbinger
12114,FALSE,76,Trickster,662525858,12,null,SSF Harbinger
12114,TRUE,60,Inquisitor,148627298,28,rolodecks,SSF Harbinger HC
12114,FALSE,95,Pathfinder,2876162042,36,null,Harbinger
12115,FALSE,95,Ascendant,2876162042,36,null,Harbinger
12115,TRUE,89,Berserker,1913992787,35,null,Hardcore Harbinger
12115,FALSE,76,Elementalist,662467744,11,roast_beef123,SSF Harbinger
12115,FALSE,60,Berserker,148601100,10,null,SSF Harbinger HC
12116,FALSE,95,Slayer,2876162042,37,null,Harbinger
12116,TRUE,89,Raider,1913851284,34,null,Hardcore Harbinger
12116,TRUE,60,Slayer,148585427,14,null,SSF Harbinger HC
12116,FALSE,76,Slayer,662111497,14,null,SSF Harbinger
12117,TRUE,60,Necromancer,148560982,23,null,SSF Harbinger HC
12117,FALSE,95,Berserker,2876162042,38,null,Harbinger
12117,TRUE,89,Necromancer,1913741275,29,jebiz00,Hardcore Harbinger
12117,FALSE,76,Berserker,662059083,12,null,SSF Harbinger
12118,FALSE,95,Slayer,2876162042,36,null,Harbinger
12118,TRUE,60,Juggernaut,148452732,14,null,SSF Harbinger HC
12118,FALSE,76,Gladiator,661744801,29,lokana_fyori,SSF Harbinger
12118,TRUE,89,Necromancer,1913631363,25,null,Hardcore Harbinger
12119,FALSE,89,Occultist,1913605996,19,iprototyp3,Hardcore Harbinger
12119,TRUE,60,Hierophant,148351135,14,null,SSF Harbinger HC
12119,FALSE,95,Raider,2876162042,40,chalypsie,Harbinger
12119,FALSE,76,Necromancer,661277416,24,null,SSF Harbinger
12120,FALSE,76,Ascendant,661085063,19,shiftkit,SSF Harbinger
12120,TRUE,89,Slayer,1913568053,22,null,Hardcore Harbinger
12120,FALSE,95,Pathfinder,2876162042,28,bstafie,Harbinger
12120,TRUE,60,Gladiator,148317456,18,null,SSF Harbinger HC
12121,FALSE,95,Ascendant,2876162042,36,null,Harbinger
12121,TRUE,60,Deadeye,148284626,16,null,SSF Harbinger HC
12121,FALSE,76,Berserker,660971741,23,null,SSF Harbinger
12121,TRUE,89,Chieftain,1913516589,15,null,Hardcore Harbinger
12122,FALSE,95,Berserker,2876162042,40,null,Harbinger
12122,FALSE,60,Champion,148283015,25,null,SSF Harbinger HC
12122,TRUE,89,Ascendant,1913382389,21,null,Hardcore Harbinger
12122,FALSE,76,Slayer,660860477,25,null,SSF Harbinger
12123,TRUE,60,Necromancer,148229325,24,null,SSF Harbinger HC
12123,FALSE,95,Berserker,2876162042,38,krispykremenomnom,Harbinger
12123,TRUE,89,Slayer,1913077780,24,null,Hardcore Harbinger
12123,FALSE,76,Berserker,660756274,21,null,SSF Harbinger
12124,FALSE,89,Necromancer,1913075914,16,null,Hardcore Harbinger
12124,FALSE,76,Berserker,660380112,13,null,SSF Harbinger
12124,FALSE,95,Raider,2876162042,40,null,Harbinger
12124,FALSE,60,Slayer,148216781,7,null,SSF Harbinger HC
12125,FALSE,76,Hierophant,659847863,13,null,SSF Harbinger
12125,FALSE,95,Chieftain,2876162042,35,null,Harbinger
12125,TRUE,89,Slayer,1912996095,38,mullerpdo,Hardcore Harbinger
12125,TRUE,60,Witch,148167515,9,null,SSF Harbinger HC
12126,FALSE,95,Saboteur,2876162042,40,null,Harbinger
12126,TRUE,89,Slayer,1912984759,28,null,Hardcore Harbinger
12126,TRUE,60,Raider,148129944,16,null,SSF Harbinger HC
12126,FALSE,76,Saboteur,659745440,28,null,SSF Harbinger
12127,FALSE,76,Berserker,659698179,13,null,SSF Harbinger
12127,FALSE,95,Pathfinder,2876162042,39,null,Harbinger
12127,TRUE,89,Raider,1912930364,28,null,Hardcore Harbinger
12127,TRUE,60,Gladiator,148124358,12,null,SSF Harbinger HC
12128,FALSE,95,Berserker,2876162042,38,null,Harbinger
12128,FALSE,76,Slayer,659685837,18,null,SSF Harbinger
12128,TRUE,60,Inquisitor,148088414,22,null,SSF Harbinger HC
12128,TRUE,89,Occultist,1912919379,36,majinkyoko,Hardcore Harbinger
12129,TRUE,89,Trickster,1912831058,23,null,Hardcore Harbinger
12129,FALSE,76,Ascendant,659291908,18,null,SSF Harbinger
12129,FALSE,95,Slayer,2876162042,28,null,Harbinger
12129,TRUE,60,Berserker,148024368,14,null,SSF Harbinger HC
12130,FALSE,76,Berserker,659207623,13,null,SSF Harbinger
12130,TRUE,60,Hierophant,148020295,22,null,SSF Harbinger HC
12130,TRUE,89,Ascendant,1912823728,18,null,Hardcore Harbinger
12130,FALSE,95,Berserker,2876162042,33,null,Harbinger
12131,FALSE,95,Guardian,2876162042,33,null,Harbinger
12131,FALSE,76,Gladiator,659194819,14,null,SSF Harbinger
12131,TRUE,60,Raider,148020191,18,arandin,SSF Harbinger HC
12131,FALSE,89,Slayer,1912734879,25,waggle,Hardcore Harbinger
12132,FALSE,60,Chieftain,147973327,28,null,SSF Harbinger HC
12132,FALSE,95,Berserker,2876162042,35,grackealoneal,Harbinger
12132,FALSE,76,Juggernaut,659098124,20,null,SSF Harbinger
12132,TRUE,89,Juggernaut,1912671440,21,null,Hardcore Harbinger
12133,FALSE,95,Raider,2876162042,37,1crituquit,Harbinger
12133,FALSE,89,Chieftain,1912661098,21,null,Hardcore Harbinger
12133,TRUE,60,Gladiator,147789818,28,null,SSF Harbinger HC
12133,FALSE,76,Trickster,658848685,18,null,SSF Harbinger
12134,TRUE,89,Slayer,1912660740,22,null,Hardcore Harbinger
12134,TRUE,60,Berserker,147761069,13,null,SSF Harbinger HC
12134,FALSE,76,Deadeye,658743619,13,null,SSF Harbinger
12134,FALSE,95,Necromancer,2876162042,36,null,Harbinger
12135,FALSE,95,Ascendant,2876162042,36,null,Harbinger
12135,FALSE,76,Raider,658419465,24,null,SSF Harbinger
12135,TRUE,89,Gladiator,1912589531,23,zeexile,Hardcore Harbinger
12135,TRUE,60,Inquisitor,147638783,19,null,SSF Harbinger HC
12136,FALSE,95,Raider,2876162042,27,null,Harbinger
12136,FALSE,60,Necromancer,147635462,6,jessicattq,SSF Harbinger HC
12136,FALSE,76,Slayer,658243964,13,null,SSF Harbinger
12136,FALSE,89,Raider,1912472895,37,null,Hardcore Harbinger
12137,TRUE,89,Slayer,1912451156,19,tomzeyja,Hardcore Harbinger
12137,FALSE,60,Berserker,147585968,26,null,SSF Harbinger HC
12137,FALSE,76,Berserker,658139955,13,null,SSF Harbinger
12137,FALSE,95,Pathfinder,2876162042,23,null,Harbinger
12138,FALSE,76,Berserker,657990458,16,huenation,SSF Harbinger
12138,TRUE,60,Berserker,147575425,18,null,SSF Harbinger HC
12138,TRUE,89,Gladiator,1912451036,20,null,Hardcore Harbinger
12138,FALSE,95,Pathfinder,2876162042,33,null,Harbinger
12139,TRUE,60,Slayer,147547737,11,nix_zero,SSF Harbinger HC
12139,FALSE,95,Pathfinder,2876162042,40,fort3hlulzz,Harbinger
12139,TRUE,89,Ascendant,1912409857,19,null,Hardcore Harbinger
12139,FALSE,76,Berserker,657792803,28,null,SSF Harbinger
12140,FALSE,95,Slayer,2876162042,32,outakyoutou,Harbinger
12140,FALSE,76,Necromancer,657680986,20,null,SSF Harbinger
12140,TRUE,89,Slayer,1912407026,19,danteswe,Hardcore Harbinger
12140,TRUE,60,Inquisitor,147547069,36,ihave13gp,SSF Harbinger HC
12141,FALSE,95,Slayer,2876162042,35,null,Harbinger
12141,TRUE,60,Ascendant,147520260,20,null,SSF Harbinger HC
12141,FALSE,89,Gladiator,1912376978,15,null,Hardcore Harbinger
12141,FALSE,76,Berserker,657410109,18,null,SSF Harbinger
12142,FALSE,95,Berserker,2876162042,28,00mis,Harbinger
12142,TRUE,89,Deadeye,1912306931,26,null,Hardcore Harbinger
12142,FALSE,60,Trickster,147236371,13,devmoon,SSF Harbinger HC
12142,FALSE,76,Assassin,657408219,17,null,SSF Harbinger
12143,TRUE,89,Gladiator,1912247179,25,null,Hardcore Harbinger
12143,FALSE,76,Ascendant,657232097,13,pibadi,SSF Harbinger
12143,TRUE,60,Necromancer,147209087,19,null,SSF Harbinger HC
12143,FALSE,95,Berserker,2876162042,26,null,Harbinger
12144,FALSE,89,Slayer,1912225458,16,null,Hardcore Harbinger
12144,FALSE,76,Slayer,657184244,25,null,SSF Harbinger
12144,FALSE,95,Slayer,2876162042,29,null,Harbinger
12144,TRUE,60,Marauder,147206869,24,null,SSF Harbinger HC
12145,FALSE,95,Berserker,2876162042,40,null,Harbinger
12145,FALSE,89,Slayer,1912201340,26,null,Hardcore Harbinger
12145,FALSE,76,Necromancer,656979000,21,grayeyebean,SSF Harbinger
12145,TRUE,60,Saboteur,147199140,18,null,SSF Harbinger HC
12146,TRUE,60,Occultist,147176788,10,null,SSF Harbinger HC
12146,FALSE,95,Pathfinder,2876162042,35,null,Harbinger
12146,FALSE,89,Chieftain,1912178143,20,buttcheekzzz,Hardcore Harbinger
12146,FALSE,76,Raider,656921738,19,xnegaron,SSF Harbinger
12147,FALSE,89,Slayer,1912173350,40,null,Hardcore Harbinger
12147,TRUE,60,Pathfinder,147159532,40,null,SSF Harbinger HC
12147,FALSE,95,Pathfinder,2876162042,36,null,Harbinger
12147,FALSE,76,Deadeye,656907694,27,null,SSF Harbinger
12148,TRUE,60,Raider,147113104,9,fragfire,SSF Harbinger HC
12148,FALSE,95,Raider,2876162042,38,null,Harbinger
12148,FALSE,76,Inquisitor,656795086,13,null,SSF Harbinger
12148,TRUE,89,Chieftain,1912156413,31,mischa204,Hardcore Harbinger
12149,FALSE,89,Ascendant,1912036368,36,barondos,Hardcore Harbinger
12149,FALSE,95,Berserker,2876162042,39,null,Harbinger
12149,FALSE,76,Inquisitor,656674769,20,null,SSF Harbinger
12149,FALSE,60,Elementalist,147091302,6,null,SSF Harbinger HC
12150,FALSE,95,Saboteur,2876162042,29,vahki64,Harbinger
12150,TRUE,89,Necromancer,1912019388,25,null,Hardcore Harbinger
12150,FALSE,60,Necromancer,147012632,23,null,SSF Harbinger HC
12150,FALSE,76,Ascendant,656540149,22,null,SSF Harbinger
12151,FALSE,95,Slayer,2876162042,27,null,Harbinger
12151,FALSE,76,Gladiator,656536434,31,null,SSF Harbinger
12151,TRUE,60,Trickster,147006796,28,null,SSF Harbinger HC
12151,FALSE,89,Juggernaut,1911960844,25,null,Hardcore Harbinger
12152,FALSE,95,Raider,2876162042,28,kheyron,Harbinger
12152,FALSE,60,Assassin,146951225,20,null,SSF Harbinger HC
12152,FALSE,89,Necromancer,1911826392,20,null,Hardcore Harbinger
12152,FALSE,76,Berserker,656529617,30,pierreloup,SSF Harbinger
12153,TRUE,60,Inquisitor,146948054,13,null,SSF Harbinger HC
12153,FALSE,95,Berserker,2876162042,37,null,Harbinger
12153,FALSE,76,Necromancer,656458120,36,gandalf_on_steroids,SSF Harbinger
12153,TRUE,89,Inquisitor,1911642605,36,null,Hardcore Harbinger
12154,FALSE,76,Templar,656381694,13,null,SSF Harbinger
12154,FALSE,95,Pathfinder,2876162042,28,null,Harbinger
12154,FALSE,60,Slayer,146942282,22,null,SSF Harbinger HC
12154,FALSE,89,Berserker,1911628246,21,null,Hardcore Harbinger
12155,FALSE,89,Ascendant,1911606422,37,miz0n,Hardcore Harbinger
12155,FALSE,95,Inquisitor,2876162042,36,cixewe,Harbinger
12155,FALSE,76,Trickster,656335314,25,reikaleipa1,SSF Harbinger
12156,FALSE,95,Raider,2876162042,38,null,Harbinger
12156,FALSE,60,Ascendant,146839922,13,pain1989,SSF Harbinger HC
12156,FALSE,76,Assassin,656313775,27,null,SSF Harbinger
12156,TRUE,89,Juggernaut,1911548944,25,null,Hardcore Harbinger
12157,FALSE,76,Raider,656228986,11,null,SSF Harbinger
12157,TRUE,89,Chieftain,1911428238,34,null,Hardcore Harbinger
12157,TRUE,60,Berserker,146804565,9,null,SSF Harbinger HC
12157,FALSE,95,Gladiator,2876162042,28,null,Harbinger
12158,FALSE,95,Gladiator,2876162042,38,null,Harbinger
12158,TRUE,89,Ascendant,1911331032,19,null,Hardcore Harbinger
12158,FALSE,60,Juggernaut,146774703,12,null,SSF Harbinger HC
12158,FALSE,76,Ascendant,656211720,24,null,SSF Harbinger
12159,FALSE,95,Raider,2876162042,37,mini_wiener,Harbinger
12159,FALSE,76,Champion,655751733,25,null,SSF Harbinger
12159,TRUE,60,Champion,146749362,14,null,SSF Harbinger HC
12159,TRUE,89,Inquisitor,1911297955,39,miine_,Hardcore Harbinger
12160,TRUE,60,Pathfinder,146749362,11,null,SSF Harbinger HC
12160,FALSE,76,Gladiator,655681303,21,null,SSF Harbinger
12160,TRUE,89,Necromancer,1911194097,26,null,Hardcore Harbinger
12160,FALSE,95,Juggernaut,2876162042,26,null,Harbinger
12161,FALSE,76,Slayer,655675006,12,null,SSF Harbinger
12161,FALSE,95,Slayer,2876162042,34,null,Harbinger
12161,TRUE,89,Gladiator,1911141007,29,legendlil,Hardcore Harbinger
12161,TRUE,60,Hierophant,146749362,19,null,SSF Harbinger HC
12162,TRUE,89,Slayer,1910957247,22,null,Hardcore Harbinger
12162,FALSE,95,Necromancer,2876162042,32,null,Harbinger
12162,TRUE,60,Gladiator,146749362,10,null,SSF Harbinger HC
12162,FALSE,76,Slayer,655464950,40,null,SSF Harbinger
12163,FALSE,95,Berserker,2876162042,29,null,Harbinger
12163,FALSE,76,Berserker,655318204,26,andonkavic,SSF Harbinger
12163,TRUE,89,Ascendant,1910929195,36,colwyn_aus,Hardcore Harbinger
12163,TRUE,60,Ascendant,146749362,20,null,SSF Harbinger HC
12164,TRUE,89,Berserker,1910913024,29,null,Hardcore Harbinger
12164,FALSE,76,Necromancer,655181996,13,null,SSF Harbinger
12164,FALSE,95,Berserker,2876162042,39,steyrz,Harbinger
12164,TRUE,60,Chieftain,146749362,36,null,SSF Harbinger HC
12165,FALSE,76,Hierophant,655151385,16,null,SSF Harbinger
12165,TRUE,60,Trickster,146749362,28,null,SSF Harbinger HC
12165,FALSE,95,Pathfinder,2876162042,33,null,Harbinger
12165,TRUE,89,Chieftain,1910910750,20,null,Hardcore Harbinger
12166,TRUE,89,Raider,1910811653,31,null,Hardcore Harbinger
12166,FALSE,95,Gladiator,2876162042,36,null,Harbinger
12166,TRUE,60,Gladiator,146749362,12,null,SSF Harbinger HC
12166,FALSE,76,Necromancer,655091495,23,null,SSF Harbinger
12167,TRUE,60,Chieftain,146749362,23,null,SSF Harbinger HC
12167,TRUE,89,Necromancer,1910807615,34,null,Hardcore Harbinger
12167,FALSE,76,Berserker,654886312,13,null,SSF Harbinger
12167,FALSE,95,Pathfinder,2876162042,40,null,Harbinger
12168,TRUE,89,Assassin,1910791609,21,simonau1,Hardcore Harbinger
12168,TRUE,60,Ascendant,146749362,20,null,SSF Harbinger HC
12168,FALSE,76,Chieftain,654779336,15,null,SSF Harbinger
12168,FALSE,95,Pathfinder,2876162042,30,null,Harbinger
12169,FALSE,89,Berserker,1910744101,18,emp_put_sagat_in_ultra_sf,Hardcore Harbinger
12169,FALSE,76,Necromancer,654725923,11,null,SSF Harbinger
12169,TRUE,60,Assassin,146749362,17,null,SSF Harbinger HC
12169,FALSE,95,Berserker,2876162042,28,epikmeme420,Harbinger
12170,FALSE,95,Pathfinder,2876162042,37,null,Harbinger
12170,TRUE,89,Occultist,1910680185,23,null,Hardcore Harbinger
12170,TRUE,60,Gladiator,146749362,40,mbxy,SSF Harbinger HC
12170,FALSE,76,Raider,654656108,12,null,SSF Harbinger
12171,TRUE,60,Berserker,146749362,24,null,SSF Harbinger HC
12171,TRUE,89,Hierophant,1910651259,30,null,Hardcore Harbinger
12171,FALSE,76,Slayer,654537030,16,null,SSF Harbinger
12171,FALSE,95,Berserker,2876162042,39,null,Harbinger
12172,FALSE,95,Slayer,2876162042,29,theepiclolz,Harbinger
12172,TRUE,60,Elementalist,146749362,12,null,SSF Harbinger HC
12172,TRUE,89,Berserker,1910627461,19,null,Hardcore Harbinger
12172,FALSE,76,Trickster,654390563,28,wilyzero,SSF Harbinger
12173,FALSE,76,Raider,654387255,21,null,SSF Harbinger
12173,TRUE,89,Ascendant,1910555520,29,null,Hardcore Harbinger
12173,TRUE,60,Elementalist,146749362,23,milky1116,SSF Harbinger HC
12173,FALSE,95,Chieftain,2876162042,36,null,Harbinger
12174,TRUE,60,Gladiator,146749362,19,null,SSF Harbinger HC
12174,FALSE,76,Elementalist,654188120,27,null,SSF Harbinger
12174,TRUE,89,Necromancer,1910446084,35,null,Hardcore Harbinger
12174,FALSE,95,Guardian,2876162042,35,leiysha,Harbinger
12175,TRUE,60,Elementalist,146749362,16,null,SSF Harbinger HC
12175,FALSE,95,Berserker,2876162042,39,null,Harbinger
12175,FALSE,76,Inquisitor,653987121,16,null,SSF Harbinger
12175,TRUE,89,Elementalist,1910299161,17,null,Hardcore Harbinger
12176,TRUE,89,Necromancer,1910296044,34,null,Hardcore Harbinger
12176,FALSE,76,Berserker,653681944,21,null,SSF Harbinger
12176,TRUE,60,Gladiator,146749362,12,null,SSF Harbinger HC
12176,FALSE,95,Pathfinder,2876162042,40,null,Harbinger
12177,FALSE,95,Slayer,2876162042,27,null,Harbinger
12177,FALSE,76,Gladiator,653643701,14,null,SSF Harbinger
12177,TRUE,89,Slayer,1909953187,24,null,Hardcore Harbinger
12177,TRUE,60,Gladiator,146749362,10,null,SSF Harbinger HC
12178,TRUE,89,Gladiator,1909950986,14,null,Hardcore Harbinger
12178,FALSE,95,Slayer,2876162042,37,null,Harbinger
12178,FALSE,76,Trickster,653491531,30,clozernlol,SSF Harbinger
12178,TRUE,60,Occultist,146749362,27,snowmanmc87,SSF Harbinger HC
12179,TRUE,89,Ascendant,1909941677,31,brytmill,Hardcore Harbinger
12179,FALSE,76,Ascendant,653452128,14,null,SSF Harbinger
12179,FALSE,95,Raider,2876162042,29,null,Harbinger
12179,TRUE,60,Berserker,146749362,18,nickerbird,SSF Harbinger HC
12180,TRUE,60,Deadeye,146749362,36,sebreee,SSF Harbinger HC
12180,FALSE,95,Gladiator,2876162042,26,null,Harbinger
12180,TRUE,89,Hierophant,1909941243,21,thereallampost,Hardcore Harbinger
12180,FALSE,76,Ascendant,653410050,13,null,SSF Harbinger
12181,TRUE,89,Necromancer,1909822739,25,null,Hardcore Harbinger
12181,FALSE,76,Inquisitor,653333410,16,vinktar,SSF Harbinger
12181,FALSE,95,Pathfinder,2876162042,30,null,Harbinger
12181,TRUE,60,Trickster,146749362,27,null,SSF Harbinger HC
12182,FALSE,89,Berserker,1909689842,20,null,Hardcore Harbinger
12182,FALSE,95,Raider,2876162042,40,caustik45,Harbinger
12182,TRUE,60,Slayer,146749362,24,null,SSF Harbinger HC
12182,FALSE,76,Occultist,653328808,20,null,SSF Harbinger
12183,FALSE,59,Elementalist,146501122,9,null,SSF Harbinger HC
12183,FALSE,76,Raider,653320337,12,null,SSF Harbinger
12183,FALSE,95,Guardian,2876162042,38,null,Harbinger
12183,FALSE,89,Necromancer,1909618112,22,null,Hardcore Harbinger
12184,TRUE,59,Juggernaut,146078615,14,null,SSF Harbinger HC
12184,TRUE,89,Trickster,1909579515,26,null,Hardcore Harbinger
12184,FALSE,95,Raider,2876162042,34,laulfio1,Harbinger
12184,FALSE,76,Berserker,653252219,26,null,SSF Harbinger
12185,TRUE,89,Ascendant,1909536688,23,null,Hardcore Harbinger
12185,TRUE,59,Gladiator,145943895,17,null,SSF Harbinger HC
12185,FALSE,95,Berserker,2876162042,40,avenueeee,Harbinger
12186,FALSE,76,Trickster,653091531,10,null,SSF Harbinger
12186,FALSE,95,Slayer,2876162042,40,null,Harbinger
12186,TRUE,59,Necromancer,145849114,17,mysterbrewer,SSF Harbinger HC
12186,TRUE,89,Inquisitor,1909487227,23,null,Hardcore Harbinger
12187,TRUE,59,Juggernaut,145827848,13,null,SSF Harbinger HC
12187,TRUE,89,Ascendant,1909448601,30,null,Hardcore Harbinger
12187,FALSE,95,Ascendant,2876162042,40,ri0e,Harbinger
12187,FALSE,76,Berserker,653072672,21,grayeyebean,SSF Harbinger
12188,TRUE,89,Necromancer,1909432991,24,null,Hardcore Harbinger
12188,FALSE,95,Saboteur,2876162042,30,null,Harbinger
12188,FALSE,76,Elementalist,653033817,14,null,SSF Harbinger
12188,TRUE,59,Raider,145726850,20,null,SSF Harbinger HC
12189,FALSE,76,Slayer,653032152,12,null,SSF Harbinger
12189,TRUE,59,Trickster,145695939,17,null,SSF Harbinger HC
12189,FALSE,89,Necromancer,1909380834,24,soitseems,Hardcore Harbinger
12189,FALSE,95,Berserker,2876162042,39,null,Harbinger
12190,FALSE,95,Pathfinder,2876162042,29,luikkari,Harbinger
12190,TRUE,89,Berserker,1909215963,40,null,Hardcore Harbinger
12190,FALSE,76,Slayer,653019704,24,qx_bb,SSF Harbinger
12190,TRUE,59,Slayer,145679509,11,null,SSF Harbinger HC
12191,FALSE,95,Pathfinder,2876162042,40,null,Harbinger
12191,TRUE,89,Raider,1909163890,22,shjort,Hardcore Harbinger
12191,TRUE,59,Berserker,145661293,16,null,SSF Harbinger HC
12191,FALSE,76,Gladiator,652917084,19,null,SSF Harbinger
12192,FALSE,59,Raider,145579072,28,null,SSF Harbinger HC
12192,TRUE,89,Saboteur,1909119101,20,null,Hardcore Harbinger
12192,FALSE,95,Raider,2876162042,33,null,Harbinger
12192,FALSE,76,Inquisitor,652906455,21,null,SSF Harbinger
12193,TRUE,59,Necromancer,145572340,15,null,SSF Harbinger HC
